name,title,level,facing,categories,description,detail,remediation,metadata,cache_key
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_group_standings\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_group_standings"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_group_standings_ea93ad6f3537b59cb243ce503aaab76b
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.kick_member\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""kick_member"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_kick_member_dd9132a806ae2d7c62f23f73a45c9777
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.transfer_ownership\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""transfer_ownership"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_transfer_ownership_4d01c27f9dc03cb83583f8e9865b9978
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.delete_group\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""delete_group"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_delete_group_853c6f47244e4d486d74ea79ab1061d5
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.add_action_type\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""add_action_type"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_add_action_type_71a8825cb88df59f4cb030b13e6eea8a
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.delete_action_type\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""delete_action_type"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_delete_action_type_db835d6da7f49da5e8827063babc154d
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_event_by_id\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_event_by_id"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_event_by_id_fa76c44efdebac7062c55220e6312bc2
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_lore_by_event\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_lore_by_event"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_lore_by_event_1f49b88ecb2fca52c6799a6fe4300d7d
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_social_actions_by_event\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_social_actions_by_event"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_social_actions_by_event_95ad8cfc62963c0a21223ed7e8f3bcec
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_tribunal_votes_for_event\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_tribunal_votes_for_event"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_tribunal_votes_for_event_aeb94a72e26a291f6e546604825fae23
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_my_votes_for_event\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_my_votes_for_event"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_my_votes_for_event_3b5236aee7b0e2aeba3d91d8d2a6cc37
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.create_event\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""create_event"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_create_event_a68eed1a82cc55b3db5848dcbc6d0f8f
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.create_lore_entry\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""create_lore_entry"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_create_lore_entry_8f7b95f4ae5db2dea6f1b02ee3bff97a
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.create_social_action\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""create_social_action"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_create_social_action_ed0a354ce0a8a2336da841a0ed125bd4
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.set_tribunal_open\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""set_tribunal_open"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_set_tribunal_open_5334cc5581f102e2a641399f0da3b661
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.set_tribunal_closed\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""set_tribunal_closed"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_set_tribunal_closed_4085625d657ae5402195e7146a62b274
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.submit_votes\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""submit_votes"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_submit_votes_93affaa7907ebc3a0ca0f2330f948e59
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.toggle_reaction\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""toggle_reaction"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_toggle_reaction_ce681b307f28f575e0b64dbf09e4eb8b
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.update_my_profile\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""update_my_profile"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_update_my_profile_67588e511b92c89309f1a76bb06e1ce2
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.delete_lore_entry\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""delete_lore_entry"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_delete_lore_entry_c4a5ac6f3556275159fd148bbf705e6e
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.update_group_name\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""update_group_name"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_update_group_name_0b151dc3a0656fa8015dda631e414bad
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_events_for_group\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_events_for_group"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_events_for_group_aa090c52b58c5d3174f7692b1318234e
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_lore_entries_for_group\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_lore_entries_for_group"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_lore_entries_for_group_dabdd44fdd2e1b49f0aa4d7e7147b5c4
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_action_types_for_group\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_action_types_for_group"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_action_types_for_group_47077659309bc55cf99face378f95583
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_social_actions_for_group\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_social_actions_for_group"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_social_actions_for_group_6bf9c08d412796a89d01d3d35d38cff5
rls_policy_always_true,RLS Policy Always True,WARN,EXTERNAL,"[""SECURITY""]","Detects RLS policies that use overly permissive expressions like \`USING (true)\` or \`WITH CHECK (true)\` for UPDATE, DELETE, or INSERT operations. SELECT policies with \`USING (true)\` are intentionally excluded as this pattern is often used deliberately for public read access.",Table `public.groups` has an RLS policy `groups_insert` for `INSERT` that allows unrestricted access (WITH CHECK clause is always true). This effectively bypasses row-level security for authenticated.,https://supabase.com/docs/guides/database/database-linter?lint=0024_permissive_rls_policy,"{""name"":""groups"",""qual"":null,""type"":""table"",""roles"":[""authenticated""],""schema"":""public"",""command"":""INSERT"",""with_check"":""true"",""policy_name"":""groups_insert"",""permissive_using"":false,""permissive_with_check"":true}",rls_policy_always_true_public_groups_groups_insert
public_bucket_allows_listing,Public Bucket Allows Listing,WARN,EXTERNAL,"[""SECURITY""]","Detects public storage buckets with a broad SELECT policy on `storage.objects`, which allows clients to list all files in the bucket.","Public bucket `avatars` has 2 broad SELECT policies on `storage.objects` (avatars_select 1oj01fe_0, lore_photos_select 1lr8htk_0), allowing clients to list all files. Public buckets don't need this for object URL access and it may expose more data than intended.",https://supabase.com/docs/guides/database/database-linter?lint=0025_public_bucket_allows_listing,"{""name"":""avatars"",""type"":""bucket"",""schema"":""storage"",""bucket_id"":""avatars"",""bucket_name"":""avatars"",""policy_count"":2,""policy_names"":[""avatars_select 1oj01fe_0"",""lore_photos_select 1lr8htk_0""]}",public_bucket_allows_listing_avatars
public_bucket_allows_listing,Public Bucket Allows Listing,WARN,EXTERNAL,"[""SECURITY""]","Detects public storage buckets with a broad SELECT policy on `storage.objects`, which allows clients to list all files in the bucket.","Public bucket `lore-photos` has 2 broad SELECT policies on `storage.objects` (avatars_select 1oj01fe_0, lore_photos_select 1lr8htk_0), allowing clients to list all files. Public buckets don't need this for object URL access and it may expose more data than intended.",https://supabase.com/docs/guides/database/database-linter?lint=0025_public_bucket_allows_listing,"{""name"":""lore-photos"",""type"":""bucket"",""schema"":""storage"",""bucket_id"":""lore-photos"",""bucket_name"":""lore-photos"",""policy_count"":2,""policy_names"":[""avatars_select 1oj01fe_0"",""lore_photos_select 1lr8htk_0""]}",public_bucket_allows_listing_lore-photos
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.","Function `public.add_action_type(p_group_id uuid, p_label text, p_emoji text)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/add_action_type`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""add_action_type"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_group_id uuid, p_label text, p_emoji text"",""security_definer"":true}","anon_security_definer_function_executable_public_add_action_type_p_group_id uuid, p_label text, p_emoji text"
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.","Function `public.add_tribunal_category(p_group_id uuid, p_name text, p_emoji text, p_order_index integer)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/add_tribunal_category`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""add_tribunal_category"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_group_id uuid, p_name text, p_emoji text, p_order_index integer"",""security_definer"":true}","anon_security_definer_function_executable_public_add_tribunal_category_p_group_id uuid, p_name text, p_emoji text, p_order_index integer"
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.","Function `public.create_event(p_group_id uuid, p_name text, p_event_date text, p_location text)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/create_event`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""create_event"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_group_id uuid, p_name text, p_event_date text, p_location text"",""security_definer"":true}","anon_security_definer_function_executable_public_create_event_p_group_id uuid, p_name text, p_event_date text, p_location text"
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.","Function `public.create_group(p_name text, p_emoji text, p_color_hex text, p_invite_code text)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/create_group`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""create_group"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_name text, p_emoji text, p_color_hex text, p_invite_code text"",""security_definer"":true}","anon_security_definer_function_executable_public_create_group_p_name text, p_emoji text, p_color_hex text, p_invite_code text"
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.","Function `public.create_lore_entry(p_group_id text, p_type text, p_title text, p_content text, p_event_id text)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/create_lore_entry`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""create_lore_entry"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_group_id text, p_type text, p_title text, p_content text, p_event_id text"",""security_definer"":true}","anon_security_definer_function_executable_public_create_lore_entry_p_group_id text, p_type text, p_title text, p_content text, p_event_id text"
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.","Function `public.create_social_action(p_group_id uuid, p_action_type_id uuid, p_from_profile_id uuid, p_to_profile_ids uuid[], p_note text, p_event_id uuid)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/create_social_action`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""create_social_action"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_group_id uuid, p_action_type_id uuid, p_from_profile_id uuid, p_to_profile_ids uuid[], p_note text, p_event_id uuid"",""security_definer"":true}","anon_security_definer_function_executable_public_create_social_action_p_group_id uuid, p_action_type_id uuid, p_from_profile_id uuid, p_to_profile_ids uuid[], p_note text, p_event_id uuid"
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.","Function `public.delete_action_type(p_action_type_id uuid, p_group_id uuid)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/delete_action_type`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""delete_action_type"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_action_type_id uuid, p_group_id uuid"",""security_definer"":true}","anon_security_definer_function_executable_public_delete_action_type_p_action_type_id uuid, p_group_id uuid"
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.",Function `public.delete_group(p_group_id uuid)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/delete_group`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""delete_group"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_group_id uuid"",""security_definer"":true}",anon_security_definer_function_executable_public_delete_group_p_group_id uuid
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.",Function `public.delete_lore_entry(p_lore_id uuid)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/delete_lore_entry`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""delete_lore_entry"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_lore_id uuid"",""security_definer"":true}",anon_security_definer_function_executable_public_delete_lore_entry_p_lore_id uuid
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.","Function `public.delete_tribunal_category(p_category_id uuid, p_group_id uuid)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/delete_tribunal_category`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""delete_tribunal_category"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_category_id uuid, p_group_id uuid"",""security_definer"":true}","anon_security_definer_function_executable_public_delete_tribunal_category_p_category_id uuid, p_group_id uuid"
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.",Function `public.event_tribunal_results(p_event uuid)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/event_tribunal_results`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""event_tribunal_results"",""schema"":""public"",""language"":""sql"",""arguments"":""p_event uuid"",""security_definer"":true}",anon_security_definer_function_executable_public_event_tribunal_results_p_event uuid
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.",Function `public.get_action_types(p_group_id uuid)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/get_action_types`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""get_action_types"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_group_id uuid"",""security_definer"":true}",anon_security_definer_function_executable_public_get_action_types_p_group_id uuid
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.",Function `public.get_action_types_for_group(p_group_id uuid)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/get_action_types_for_group`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""get_action_types_for_group"",""schema"":""public"",""language"":""sql"",""arguments"":""p_group_id uuid"",""security_definer"":true}",anon_security_definer_function_executable_public_get_action_types_for_group_p_group_id uuid
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.",Function `public.get_all_tribunal_results(p_group_id uuid)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/get_all_tribunal_results`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""get_all_tribunal_results"",""schema"":""public"",""language"":""sql"",""arguments"":""p_group_id uuid"",""security_definer"":true}",anon_security_definer_function_executable_public_get_all_tribunal_results_p_group_id uuid
